CA&S Group,Industrials,South Africa,Africa,Board diversity,Female,%,20
Capital & Regional,Real Estate,South Africa,Africa,Employees,C&R Senior Leadership team who are Female,%,40
Capricorn,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,11
Capricorn,Financial Services,South Africa,Africa,Board composition,Executive directors,%,9
Capricorn,Financial Services,South Africa,Africa,Board composition,Non-executive directors,%,27
Capricorn,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,%,64
Capricorn,Financial Services,South Africa,Africa,Board tenure,>9 years,%,36
Capricorn,Financial Services,South Africa,Africa,Board tenure,<9 years,%,64
Capricorn,Financial Services,South Africa,Africa,Board diversity,Age - 50 - 59,%,36
Capricorn,Financial Services,South Africa,Africa,Board diversity,Age - 60 - 69,%,46
Capricorn,Financial Services,South Africa,Africa,Board diversity,Age - 70+,%,18
Capricorn,Financial Services,South Africa,Africa,Board diversity,Previously racially disadvantaged individuals (PDIs),%,45
Capricorn,Financial Services,South Africa,Africa,Board diversity,Previously racially advantaged individuals (PAIs),%,55
Capricorn,Financial Services,South Africa,Africa,Board diversity,Male board members,%,73
Capricorn,Financial Services,South Africa,Africa,Board diversity,Female board members,%,27
Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,10
Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,4
Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,6
Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
Cashbuild,Consumer Cyclical,South Africa,Africa,Board diversity,HDSA board members,Number,3
Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Female board members,Number,2
Cashbuild,Consumer Cyclical,South Africa,Africa,Employees,Prescribed officers,Number,1
Cashbuild,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of Executive Director service,Years,13
Cashbuild,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of Non-Executive Director service,Years,6
Cashbuild,Consumer Cyclical,South Africa,Africa,Board diversity,Average age of directors,Years,56
Cashbuild,Consumer Cyclical,South Africa,Africa,Board meeting,Board meeting attendance,%,100
Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,8
Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,3
Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,Board composition,Non-executive directors,Number,5
Chrometco,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,5
Chrometco,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Chrometco,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2
Conduit Capital,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Conduit Capital,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,7
Conduit Capital,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2
Conduit Capital,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Conduit Capital,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,2
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Male,Number,5
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Female,Number,2
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,White male,Number,3
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,African male,Number,2
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,African female,Number,2
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Age - 35 - 40,Number,5
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Age - 45 - 55,Number,2
Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Age - 55 - 90,Number,2
Curro,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,6
Curro,Consumer Defensive,South Africa,Africa,Tax transparency,Total tax contribution,%,32
Curro,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,13
Datatec,Technology,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Datatec,Technology,South Africa,Africa,Board composition,Number of board members,Number,9
Datatec,Technology,South Africa,Africa,Board composition,Executive directors,Number,2
Datatec,Technology,South Africa,Africa,Board composition,Independent non-executive directors,Number,7
Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - South African,Number,4
Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - American,Number,1
Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - Brazilian,Number,1
Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - British,Number,3
Datatec,Technology,South Africa,Africa,Board diversity,White,Number,6
Datatec,Technology,South Africa,Africa,Board diversity,Black,Number,3
Datatec,Technology,South Africa,Africa,Board diversity,Gender - Females,Number,2
Datatec,Technology,South Africa,Africa,Board diversity,Gender - Males,Number,7
Datatec,Technology,South Africa,Africa,Board diversity,Age - 40 - 50 years,Number,2
Datatec,Technology,South Africa,Africa,Board diversity,Age - 51 - 60 years,Number,1
Datatec,Technology,South Africa,Africa,Board diversity,Age - 61 - 70 years,Number,6
Datatec,Technology,South Africa,Africa,Board tenure,0 - 3 years,Number,3
Datatec,Technology,South Africa,Africa,Board tenure,4 - 6 years,Number,2
Datatec,Technology,South Africa,Africa,Board tenure,7+ years,Number,4
Datatec,Technology,South Africa,Africa,Board diversity,White,Number,6
Datatec,Technology,South Africa,Africa,Board diversity,Black,Number,3
Deep Yellow Limited,Energy,South Africa,Africa,Anti-Bribery,Anti-Bribery and Corruption training - Namibia,Number,31
Deep Yellow Limited,Energy,South Africa,Africa,Anti-Bribery,Anti-Bribery and Corruption training - Namibia,%,100
Deneb,Industrials,South Africa,Africa,Board composition,Number of board members,Number,9
Deneb,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2
Deneb,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,4
Deneb,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Deneb,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Dipula,Real Estate,South Africa,Africa,Board diversity,Executive - Black,%,100
Dipula,Real Estate,South Africa,Africa,Board diversity,Black,%,71
Dipula,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,6
DRA Global,Industrials,South Africa,Africa,Tax transparency,NPAT,$'million,21.8
DRA Global,Industrials,South Africa,Africa,Board composition,Number of board members,Number,10
DRA Global,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Efora Energy,Energy,South Africa,Africa,Ethics and integrity,Inappropriate behaviour,Number,1
Efora Energy,Energy,South Africa,Africa,Ethics and integrity,Employees dismissed,Number,1
Efora Energy,Energy,South Africa,Africa,Board composition,Number of board members,Number,5
Efora Energy,Energy,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Efora Energy,Energy,South Africa,Africa,Board composition,Non-executive directors,Number,1
Efora Energy,Energy,South Africa,Africa,Board diversity,Gender - Male,%,60
Efora Energy,Energy,South Africa,Africa,Board diversity,Gender - Female,%,40
Efora Energy,Energy,South Africa,Africa,Board diversity,Black,%,100
Efora Energy,Energy,South Africa,Africa,Board tenure,1 - 2 years,Number,1
Efora Energy,Energy,South Africa,Africa,Board tenure,2 - 3 years,Number,2
Efora Energy,Energy,South Africa,Africa,Board tenure,>3 years,Number,3
Efora Energy,Energy,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Efora Energy,Energy,South Africa,Africa,Tax transparency,Total tax contribution,Rmillion,7.8
Ellies,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Ellies,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,9
Ellies,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,2
Ellies,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,7
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Black,Number,5
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,White,Number,4
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Black,%,55.6
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,White,%,44.4
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Female,Number,2
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Male,Number,7
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Female,%,22.2
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Male,%,77.8
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 30 and 60,Number,5
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 61 and 75,Number,4
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 30 and 60,%,55.6
Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 61 and 75,%,44.4
eMedia,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
eMedia,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,8
eMedia,Communication Services,South Africa,Africa,Board diversity,Black,%,12.5
eMedia,Communication Services,South Africa,Africa,Board diversity,Coloured,%,25
eMedia,Communication Services,South Africa,Africa,Board diversity,Indian,%,50
eMedia,Communication Services,South Africa,Africa,Board diversity,White,%,12.5
eMedia,Communication Services,South Africa,Africa,Board diversity,Male,%,87.5
eMedia,Communication Services,South Africa,Africa,Board diversity,Female,%,12.5
eMedia,Communication Services,South Africa,Africa,Board tenure,0 - 5 years,Number,2
eMedia,Communication Services,South Africa,Africa,Board tenure,6 - 10 years,Number,3
eMedia,Communication Services,South Africa,Africa,Board tenure,11 - 15 years,Number,3
Emira Property Fund,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Emira Property Fund,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,11
Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Average age,Years,54
Emira Property Fund,Real Estate,South Africa,Africa,Board composition,Independent directors,%,63
Emira Property Fund,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,%,88
Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Female,%,27
Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Male,%,73
Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Black,%,45
Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,White,%,55
EOH,Technology,South Africa,Africa,Anti-corruption,Number of corruption cases reported,Number,11
Ethos Capital,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,5
Ethos Capital,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,5
Ethos Capital,Financial Services,South Africa,Africa,Board composition,Nationality - South Africans,Number,2
Ethos Capital,Financial Services,South Africa,Africa,Board composition,Nationality - Non-South Africans,Number,3
Exemplar,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,8
Exemplar,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,5
Exemplar,Real Estate,South Africa,Africa,Board composition,Independent directors,Number,5
Exemplar,Real Estate,South Africa,Africa,Board composition,Female board members,Number,1
